question,answer,type,domain
give me the year when Islamic Republic of AFGHANISTAN became a member of the OIC,1969,numeric,World Organizations
The year when Islamic Republic of AFGHANISTAN obtain its OIC membership?,1969,numeric,World Organizations
what was the year when Islamic Republic of AFGHANISTAN acquired membership in the OIC?,1969,numeric,World Organizations
At what year did Republic of ALBANIA attain membership in the OIC?,1992,numeric,World Organizations
Which year was Republic of ALBANIA admitted to the OIC?,1992,numeric,World Organizations
At what year did Republic of ALBANIA gain entry into the OIC?,1992,numeric,World Organizations
When did Republic of ALBANIA become a member state of the OIC?,1992,numeric,World Organizations
Republic of ALBANIA year of admission into the OIC,1992,numeric,World Organizations
the year when Republic of ALBANIA granted OIC membership?,1992,numeric,World Organizations
At what year did Republic of ALBANIA secure its place in the OIC?,1992,numeric,World Organizations
Which year did Republic of ALBANIA achieve membership status within the OIC?,1992,numeric,World Organizations
At what specific year did Republic of ALBANIA enter the OIC?,1992,numeric,World Organizations
Which year did Republic of ALBANIA become part of the OIC?,1992,numeric,World Organizations
At what year did Republic of ALBANIA receive membership in the OIC?,1992,numeric,World Organizations
which year was Republic of ALBANIA accepted as a member of the OIC?,1992,numeric,World Organizations
give me the year when Republic of ALBANIA became a member of the OIC,1992,numeric,World Organizations
The year when Republic of ALBANIA obtain its OIC membership?,1992,numeric,World Organizations
what was the year when Republic of ALBANIA acquired membership in the OIC?,1992,numeric,World Organizations
At what year did State of The UNITED ARAB EMIRATES attain membership in the OIC?,1972,numeric,World Organizations
Which year was State of The UNITED ARAB EMIRATES admitted to the OIC?,1972,numeric,World Organizations
At what year did State of The UNITED ARAB EMIRATES gain entry into the OIC?,1972,numeric,World Organizations
When did State of The UNITED ARAB EMIRATES become a member state of the OIC?,1972,numeric,World Organizations
State of The UNITED ARAB EMIRATES year of admission into the OIC,1972,numeric,World Organizations
the year when State of The UNITED ARAB EMIRATES granted OIC membership?,1972,numeric,World Organizations
At what year did State of The UNITED ARAB EMIRATES secure its place in the OIC?,1972,numeric,World Organizations
Which year did State of The UNITED ARAB EMIRATES achieve membership status within the OIC?,1972,numeric,World Organizations
At what specific year did State of The UNITED ARAB EMIRATES enter the OIC?,1972,numeric,World Organizations
Which year did State of The UNITED ARAB EMIRATES become part of the OIC?,1972,numeric,World Organizations
At what year did State of The UNITED ARAB EMIRATES receive membership in the OIC?,1972,numeric,World Organizations
which year was State of The UNITED ARAB EMIRATES accepted as a member of the OIC?,1972,numeric,World Organizations
give me the year when State of The UNITED ARAB EMIRATES became a member of the OIC,1972,numeric,World Organizations
The year when State of The UNITED ARAB EMIRATES obtain its OIC membership?,1972,numeric,World Organizations
what was the year when State of The UNITED ARAB EMIRATES acquired membership in the OIC?,1972,numeric,World Organizations
At what year did Republic of INDONESIA attain membership in the OIC?,1969,numeric,World Organizations
Which year was Republic of INDONESIA admitted to the OIC?,1969,numeric,World Organizations
At what year did Republic of INDONESIA gain entry into the OIC?,1969,numeric,World Organizations
When did Republic of INDONESIA become a member state of the OIC?,1969,numeric,World Organizations
Republic of INDONESIA year of admission into the OIC,1969,numeric,World Organizations
the year when Republic of INDONESIA granted OIC membership?,1969,numeric,World Organizations
At what year did Republic of INDONESIA secure its place in the OIC?,1969,numeric,World Organizations
Which year did Republic of INDONESIA achieve membership status within the OIC?,1969,numeric,World Organizations
At what specific year did Republic of INDONESIA enter the OIC?,1969,numeric,World Organizations
Which year did Republic of INDONESIA become part of the OIC?,1969,numeric,World Organizations
At what year did Republic of INDONESIA receive membership in the OIC?,1969,numeric,World Organizations
which year was Republic of INDONESIA accepted as a member of the OIC?,1969,numeric,World Organizations
give me the year when Republic of INDONESIA became a member of the OIC,1969,numeric,World Organizations
The year when Republic of INDONESIA obtain its OIC membership?,1969,numeric,World Organizations
what was the year when Republic of INDONESIA acquired membership in the OIC?,1969,numeric,World Organizations
At what year did Republic of UZBEKISTAN attain membership in the OIC?,1996,numeric,World Organizations
Which year was Republic of UZBEKISTAN admitted to the OIC?,1996,numeric,World Organizations
At what year did Republic of UZBEKISTAN gain entry into the OIC?,1996,numeric,World Organizations
When did Republic of UZBEKISTAN become a member state of the OIC?,1996,numeric,World Organizations
Republic of UZBEKISTAN year of admission into the OIC,1996,numeric,World Organizations
the year when Republic of UZBEKISTAN granted OIC membership?,1996,numeric,World Organizations
At what year did Republic of UZBEKISTAN secure its place in the OIC?,1996,numeric,World Organizations
Which year did Republic of UZBEKISTAN achieve membership status within the OIC?,1996,numeric,World Organizations
At what specific year did Republic of UZBEKISTAN enter the OIC?,1996,numeric,World Organizations
Which year did Republic of UZBEKISTAN become part of the OIC?,1996,numeric,World Organizations
At what year did Republic of UZBEKISTAN receive membership in the OIC?,1996,numeric,World Organizations
which year was Republic of UZBEKISTAN accepted as a member of the OIC?,1996,numeric,World Organizations
give me the year when Republic of UZBEKISTAN became a member of the OIC,1996,numeric,World Organizations
The year when Republic of UZBEKISTAN obtain its OIC membership?,1996,numeric,World Organizations
what was the year when Republic of UZBEKISTAN acquired membership in the OIC?,1996,numeric,World Organizations
At what year did Republic of UGANDA attain membership in the OIC?,1974,numeric,World Organizations
Which year was Republic of UGANDA admitted to the OIC?,1974,numeric,World Organizations
At what year did Republic of UGANDA gain entry into the OIC?,1974,numeric,World Organizations
When did Republic of UGANDA become a member state of the OIC?,1974,numeric,World Organizations
Republic of UGANDA year of admission into the OIC,1974,numeric,World Organizations
the year when Republic of UGANDA granted OIC membership?,1974,numeric,World Organizations
At what year did Republic of UGANDA secure its place in the OIC?,1974,numeric,World Organizations
Which year did Republic of UGANDA achieve membership status within the OIC?,1974,numeric,World Organizations
